sentimen,tweet,clean_tweet
0,hai ini masih banyam yang avail loh slot keduaku bantu penuhin yukkkk dvd 50k pcs bluray 60k pcs kihno 60k pcs kalo a ,hai banyam avail loh slot dua bantu penuhin yukkkk dvd k pcs bluray k pcs kihno k pcs kalo a
0,ke indo dr korea grgr ada acara br dtg di kondangan tp dia gapunya sim internasional jd yang nyetir kamu sembari km nyari ,indo dr korea grgr acara br dtg kondangan tp gapunya sim internasional jd nyetir sembari km nyari
-1,masih ingat lagi tak macam mana mula mula kita kenal dulu awal nya aku tertawa dan akhirnya aku menangis ,kenal nya tertawa menang
-1,kenapa sih kamu tuh ,sih tuh
1,di hari jum'at yang baik dan mustajab ini aku ingin berdo'a yaa allah berikan hamba keberanian untuk keluar dari ,jum at mustajab berdo a yaa allah hamba berani
1,aku pengen ini ya allah ,ken ya allah
-1,sa mana pr kamu saya lupa ngerjain pak hukuman apa yg pantas buat kamu gimana kalau saya jadi pelayan hati bapak gigitkeset botsesat,sa pr lupa ngerjain hukum yg gimana layan hati gigitkeset botsesat
1,hahahahahahah selalu umpan aku dgn bakso cheese kan hahaha inshaallah nanti kalau jd buat aku gtau,hahahahahahah umpan dgn bakso cheese hahaha inshaallah jd gtau
0,aku penasaran bagaimana akhir kisah kita ,penasaran kisah
0,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab ,mutualan yuk ikonic jg btw rt aja ya fllbck tpi hehe ab
0,kadang aku nangis yen aku ora mbok chatt pas lagi aku turuh ,kadang nang yen ora mbok chatt pas turuh
0,kalau dekat rumah aku prefer duduk dekat luar aku cari yg cangkung habit ,rumah prefer duduk cari yg cangkung habit
-1,bodola emma tak jadi aku nak murung harini ,bodola emma nak murung harini
1,wkwk harusnya aku tanya juga pertanyaan itu karena aku kepo and i knew her since long ,wkwk kepo and i knew her since long
0,aku mau beli baju tapi paketan tsel lagi promo yaallah cobaan apa lagi ini,beli baju paket tsel promo yaallah coba
1,rlt ini di mall aku nemu ginian ngakak bgt ,rlt mall nemu ginian ngakak bgt
0,gasopan kamu nder pelecehan terhadap makhluk laut nih,gasopan nder leceh makhluk laut nih
0,dilan kamu ganti warna rambut iya milea suka nggakejak kapan kamu suka pink dilan hmmmejak aku tau bah ,dil ganti warna rambut iya milea suka nggakejak suka pink dil hmmmejak tau bah
-1,hari aku mendapatkan cerita yang sangat menyentuh tentang bunuh diri teman di facebook membuka kisahnyaemoga bisa ,cerita sentuh bunuh teman facebook buka kisahnyaemoga
0,kepada para suami aku nasihatkan jangan forward gambar ni kepada isteri aku baru forward tadi ,suami nasihat forward gambar ni isteri forward
0,ooooo real juga ni haha takyah pura pura gelak ,ooooo real ni haha takyah pura pura gelak
0,aku tg hore ,tg hore
0,giveaway pulsa tweet ini pulsa 5k buat dua orang lusa aku umumin gt lt flop aku delete ,giveaway pulsa tweet pulsa k orang lusa umumin gt lt flop delete
-1,berada di dimensi ruang dan waktu yang sama bukan berarti aku dan kamu bisa bersama juga na,dimensi ruang na
0,maksudnya tuh dosen pada ngeganti jam kosong ke jam pagi jadi masuk pagi terus aku ,maksud tuh dosen ngeganti jam kosong jam pagi masuk pagi
0,itu pdhl sebagian punya ibu wkwkwk aku mah dikit kak punyany ,pdhl wkwkwk mah dikit kak punyany
1,rlt inilah alasan kenapa aku cinta twitter ' cr sharpanocopath ,rlt alas cinta twitter cr sharpanocopath
1,aku cuba utk tak awkward dgn kau aku berterima kasih sbb kau pun membantu ,cuba utk awkward dgn kau terima kasih sbb kau bantu
1,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag ,bahagia habis bagi tahu bahagia tambah sedia berbag
1,dan hendaklah mereka memaafkan dan berlapang dada apakah kamu tidak suka bahwa allah mengampunimu dan allah ma ,maaf lapang dada suka allah ampun allah ma
0,kenapa melayu bodoh eh sial la melayu ni aku ni melayu tp baik sgt asyik kene pijak je kene guna kanialan bangsat ,melayu bodoh eh sial la melayu ni ni melayu tp sgt asyik kene pijak je kene kanialan bangsat
0,halo tari selamat mengulang tanggal dan bulan cie barengan sama hanemoga menjadi pribadi yang ,halo tari selamat ulang tanggal cie bareng hanemoga pribadi
0,mfs folowan rt ja ntar aku folow follback tpi,mfs folowan rt ja ntar folow follback tpi
1,seorang ksatria patriot pasti mengayomi yg lemah buktinya kita semua tau siapa yg menulis buku aku bangga jadi anak pki o ,ksatria patriot ayom yg lemah bukti tau yg tulis buku bangga anak pki o
-1,ambyar kthku astaga,ambyar kthku astaga
0,kak aku tidur 7 9 jam sehari sehat ya berarti ,kak tidur jam hari sehat ya
0,ye wehh aku takde mood sebab li tak jumpa lagi lepastu macam macam benda aku fikir aku penat hm nasib ade shuben yang faham kan aku ,ye wehh takde mood li jumpa lepastu benda fikir penat hm nasib ade shuben faham
1,aku suka tobeli,suka tobeli
-1,ni mesti jenis melayan ni dah layan lelaki ni lepas tu layan lelaki lain pulak lepas tu play victim kata tak in relationshi ,ni mesti jenis layan ni dah layan lelaki ni lepas tu layan lelaki pulak lepas tu play victim in relationshi
0,achie yg itu kan aunya doang serah serah aku dong lang maunya masi kecil ,achie yg aunya doang serah serah lang mau mas
-1,pada masa yang sama aku tunggu aku sakit aku sayang aku berharap tapi semua tu satu pun tak dapat nak diluahkan sebab takkan siapa faham ,tunggu sakit sayang harap tu nak luah tak faham
-1,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,sungguh nak jaga je henti pura jaga paksa kau kau perl
1,kamu suka kanuka dongg ,suka kanuka dongg
0,himalaya nih pasti aku juga gitu disekitaran hidung aja sih,himalaya nih gitu sekitar hidung aja sih
1,terkadang untuk membuatmu menyadari siapa dirimu tuhan tak memberi orang yang kamu inginkan tapi orang yang kamu butuhkan ,terkadang buat sadar diri tuhan orang orang butuh
-1,aku gak tanya takut kepedesan nanyanya trus malah jadi toxic lagi ntar cuma mau nitip ini aja dah ,gak takut kepedesan nanyanya trus toxic ntar nitip aja dah
-1,aku dah malas nak kecik hati sebab benda remeh temeh ni ,dah malas nak kecik hati benda remeh temeh ni
0,jadi pilih minjin atau annyeongz nih yena sama yuri aja deh tapi yurinya juga gencar dikerdusin yujin ,pilih minjin annyeongz nih yena yuri aja deh yurinya gencar dikerdusin yujin
1,aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p ,suka org yg syg cari letak sbg priority diauka duka susah senang cari p
1,jika allah memberi kamu nikmat sepotong roti saja syukurilah itu kerana allah tidak membuat kamu meminta minta kepada ora ,allah nikmat potong roti syukur rana allah ora
0,hahahaha iya aku bagian parut parutin kelapa sama meres santen,hahahaha iya parut parutin kelapa meres santen
0,dulu aku pernah berpikir bahwa segala hal dapat diperdebatkanekarang aku lebih sering berpikir ini gak perlu diperde ,pikir diperdebatkanekarang pikir gak diperde
-1,tf charlie dah gigit bawah mata aku apa salah gue sih ,tf charlie dah gigit mata salah gue sih
0,dgr2 org hr company dok bincang pasal kpop wei kalau dyeorg mention sekali jek nama bts aku join ,dgr org hr company dok bincang pasal kpop wei dyeorg mention jek nama bts join
0,aku skrg avail bekasi ya nodp u22 157 53 38b rate and rules wa 085893457886 ,skrg avail bekas ya nodp u b rate and rules wa
1,gak ada bosannya nunggu kamu balik lagi sama aku ' ,gak bosan nunggu
0,aku disini' ',
0,pernah tak tengah2 cuti tiba2 bos mintak important dokumen yg korang bawak balik untuk finalise at the same time korang t ,cuti bos mintak important dokumen yg korang bawak finalise at the same time korang t
-1,duh maaf aku baru on ,duh maaf on
0,kannnnn kadang aku tak creative lah lukis2 just note sikit sikit je haha,kannnnn kadang creative lukis just note sikit sikit je haha
0,karena aku menang fansign svt besok aku mau giveaway untuk carat ditunggu yaa ,menang fansign svt besok giveaway carat tunggu yaa
-1,kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang tu lepas sejam baru dia reply and aku boleh terima de ,jenis reply chat orang cepat nak mampus orang tu lepas jam reply and terima de
1,alhamdulillah baru sampe rumah nih hari yang panjang sekali jadi ngantuk banget sampe susah melek tetapi aku seneng ,alhamdulillah sampe rumah nih ngantuk banget sampe susah melek neng
0,ada kunjungan dari kyunghee university dan dosennya tau nuest btw dosennya udah ahjumma eo kamu fansnya nuest ,kunjung kyunghee university dosen tau nuest btw dosen udah ahjumma eo fansnya nuest
-1,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,hati kecewa sedih sorang je orang
0,punya sesuatu mau away di ugd gitu terus sampai barang berharga milikmu habis kalau sudah habis mau apa apa pss mau mem ,away ugd gitu barang harga milik habis habis pss mem
-1,aku pengen nangis liat ini ,ken nang liat
0,rlt yang suka jb2 yuk followan aku butuh temen ngobrol ga cuman butuh followers rt aja yaaa,rlt suka jb yuk followan butuh temen ngobrol ga cuman butuh followers rt aja yaaa
0,tahukah kamu bahwa pulau jayakypiea mempunyai beberapa kesamaan dengan irian jaya,tahu pulau jayakypiea sama iri jaya
1,sarah gtayang hahahah tersasul panggil sayang hahahahah lawak abang ipar aku ni,sarah gtayang hahahah tersasul panggil sayang hahahahah lawak abang ipar ni
0,good aftieee montokku ,good aftieee montok
1,jangan berpikir kamu tak mampu hidup tanpa dia yg telah meninggalkanmu percayalah ada seseorang yg lebih baik sedang menunggumu ,pikir hidup yg tinggal percaya yg tunggu
1,maafin aku masih suka ngetawain ini ,maafin suka ngetawain
0,ya nona mengambil troli dan mendorong troli tersebut memang mau masak apa kamu hari ini ,ya nona ambil troli dorong troli masak
-1,kenapa kurus kering sangat ni tak cukup makan ke dia tak tahu yang aku struggle gila nak tambah berat badan t ,kurus kering ni makan struggle gila nak berat badan t
1,macam mana nak tidur kalau still fikirkan orang yang kita sayang okay ke tak tu tidurnya lena ke dia perlukan aku tak ka ,nak tidur still fikirkan orang sayang okay tu tidur lena perlu ka
1,teruntuk kak rehan kamu yg sabar ya ,untuk kak rehan yg sabar ya
0,halo kak untuk akreditasi di ban pt kamu bisa simak alur akreditasinya pada tautan berikut ,halo kak akreditasi ban pt simak alur akreditasi taut
-1,paling gak suka di bohongin kaya gini kalau gak mau ya udah aku biar sama cowok lain aja yankk,gak suka bohongin kaya gin gak ya udah biar cowok aja yankk
-1,weh kejadian memalukan kt rnr gambang aku salah masuk kereta dalam tu ada bini orang tengah gendong anak ,weh jadi malu kt rnr gambang salah masuk kereta tu bini orang gendong anak
0,anati cikgu hutang saya rm2 jangan lupa bayar cikgu hutang emas boleh dibayar aku hutang budi dibawa mati kan ,anati cikgu hutang rm lupa bayar cikgu hutang emas bayar hutang budi bawa mati
-1,aku emoh megang kelas,emoh megang kelas
-1,aku menunggu dalam diam bukan krn aku tak berani bicara tapi aku takut bicaraku akan menjauhkanmu ,tunggu diam krn berani bicara takut bicara jauh
1,orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz ,orang ganteng wangi murah senyum asik lemah lembut ngetik aq bhay mz
0,ih da aku masih 19 ,ih da
0,btw aku kaget bp mau konser besok nov i mean dari sepengetahuanku lagu mereka baru 9 maybe mau kambek lag ,btw kaget bp konser besok nov i mean tahu lagu maybe kambek lag
-1,senarnye aku takut kalau pegi mana2 sorg jerr huhu,senarnye takut pegi sorg jerr huhu
1,aku balik ngefans lagi wkwkwk,ngefans wkwkwk
1,bro followan yuk ama aku ava ku sungwoon auto follback ya hehe,bro followan yuk ama ava ku sungwoon auto follback ya hehe
0,walaikumsalam sebab kami cuba untuk menggunakan teknik ingatan yang baik walau camane pon kami tetap kalah sebab perempua ,walaikumsalam cuba teknik ingat camane pon kalah perempua
-1,dorang dah freeze ah malas dah aku aku buat pun sebab parents aku ,dorang dah freeze ah malas dah parents
0,her itu lho miss kevin sama keven rebutan gimbot ya wis aku beli 2 ae sambil nunjuk the twins yg asik main ipad masin ,her lho miss kevin keven rebut gimbot ya wis beli ae nunjuk the twins yg asik main ipad masin
0,bibir merah merona menggoda iman si adikkecil kamu ,bibir merah rona goda iman si adikkecil
0,selamat siang aku udah alai belum wkwkwkw,selamat siang udah alai wkwkwkw
0,aku izin istirahat duluan ya karena besok aku harus bangun pagi lagi terimakasih sekali lagi semoga kita sama sama bisa ,izin istirahat duluan ya besok bangun pagi terimakasih moga
1,aku ikutan ,ikut
0,ayooo aku daniel atau woojin,ayooo daniel woojin
0,aku hanya anak kampung ,anak kampung
-1,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian,takde gf takpe imaginary gf also can lepastu gila sekian
-1,kamu kalo suka sama aku bilang aja biar aku bisa jauhin kamu ,kalo suka bilang aja biar jauhin
0,soon or later aku sorang balik tak pelik pun,soon or later sorang pelik
0,bro followan yuk ama aku ava ku sungwoon auto follback ya hehe,bro followan yuk ama ava ku sungwoon auto follback ya hehe
0,aku ikut klo bs ngikutin syaratnya hehe,klo bs ngikutin syarat hehe
0,aku pengen laptopku balik ,ken laptop
1,santai ae lak aku,santai ae lak
-1,maafin aku belum bisa jd yg sempurna sampai saat ini ,maafin jd yg sempurna
-1,dulu waktu kecil gue mikirnya gapapa sekarang jelek item dekil buluk nanti gedenya cakep sampe sekarang sudah 13928174 ,gue mikirnya gapapa jelek item dekil buluk gede cakep sampe
-1,masih ingat lagi tak macam mana mula mula kita kenal dulu awal nya aku tertawa dan akhirnya aku menangis ,kenal nya tertawa menang
0,5 ciri nyeleneh orang ber iq tinggi kamualahatunya gayajitu,ciri nyeleneh orang ber iq kamualahatunya gayajitu
-1,semua sibuk aku doang yang engga gabut solo ,sibuk doang engga gabut solo
-1,engkau merokok hembus kat public aku batuk pastu cakap aku tak respect kau as amoker cakap aku acah2 batuk nmpk la mcm ,engkau rokok hembus kat public batuk pastu cakap respect kau as amoker cakap acah batuk nmpk la mcm
1,mengenali diriku sendiri adalah kunci untuk mencapai kesempurnaan karena itu berarti aku mengetahui apa yang bisa dan tidak bisa kulakukan,nali diri kunci capai sempurna laku
-1,sedih aku tengok lelaki kena curang haih ,sedih tengok lelaki kena curang haih
-1,seperti biasa aku hanya bisa menatap diam2 berharap diam2 dan memperhatikan diam2 dari kejauhan gak berani bilang hehehe ,tatap diam harap diam perhati diam jauh gak berani bilang hehehe
0,private yg tau cuma yg menang setahu aku,private yg tau yg menang tahu
-1,orang orang kisah cintanya kayak novel apalah aku cuman kek buku tulis sidu kosong yang tulisannya practice mak ,orang orang kisah cinta kayak novel apa cuman kek buku tulis sidu kosong tulis practice mak
1,lol,lol
1,sedap juga makan bende rebus ikan dengan nasi putihh aku penuh kesabaran tgk mak abh makan sambal sotong,sedap makan bende rebus ikan nasi putihh penuh sabar tgk mak abh makan sambal sotong
-1,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,sungguh nak jaga je henti pura jaga paksa kau kau perl
0,cepat atau lambat pepatah ini akan terjadi pada siapapun termasuk aku ,cepat lambat pepatah
1,aman aku teringat kau ckp apply kerja kat jobstreet aku apply kejap aje dapat bersyukur siak terima kasih lin ,aman kau ckp apply kerja kat jobstreet apply kejap aje syukur siak terima kasih lin
1,aku selalu berpikir cinta itu artinya ingin selalu bersama seseorang yg sebenarnya sangat berharga dalam hidupku itsukipas pa ,pikir cinta yg harga hidup itsukipas pa
0,aku kemaren hari rabu pas pulang ,kemaren rabu pas pulang
0,aku jumpa ic ni atas highway time bantu orang kemalangan tlg saya cari owner ni jumpa kt kl 0189464060 er1 rescue t ,jumpa ic ni highway time bantu orang malang tlg cari owner ni jumpa kt kl er rescue t
1,tak peduli apa yang telah hilang dalam hidupmu selama kamu masih mampu bersyukur pada tuhan kamu tak kehilangan apapun ,peduli hilang hidup syukur tuhan hilang apa
-1,ya jawab aja bilang ke dia gamau atau gausah hargain sedikit lah orang yang peduli sama kamu jangan cuma k ,ya aja bilang gamau gausah hargain orang peduli k
0,sempena hari jumaat ni aku nak mintak sikit sumbangan dari korang untuk mereka di kemboja sana wang sumbangan kekurangan l ,sempena jumaat ni nak mintak sikit sumbang korang kemboja wang sumbang kurang l
0,kejadian ragut samun dekat office aku pagi tadi around 8 35 am peragut naik 125zr warna biru try kejar tapi peragut bawa ,jadi ragut samun office pagi around am agut zr warna biru try kejar agut bawa
1,sayang kalo kamu cari yang tajir dan ganteng aku mundur tapi kalo kamu cari pengobatan ala tiongkok akupuntur ,sayang kalo cari tajir ganteng mundur kalo cari obat ala tiongkok akupuntur
